DenunciaID;Fecha_Creacion;Comuna;Motivo_Denuncia;Rubro
23755;2020-07-03 17:19:34;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23756;2020-07-03 17:19:35;14;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23757;2020-07-03 17:19:47;2;Rechazo de la devolucion del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23759;2020-07-03 17:19:50;6;Incumplimiento de Garantia de Servicios;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23759;2020-07-03 17:19:50;6;Incumplimiento total de la prestacion del servicio  contratado;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23759;2020-07-03 17:19:50;6;Deficiente calidad en la prestacion del servicio;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23760;2020-07-03 17:19:51;4;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23761;2020-07-03 17:19:57;4;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23762;2020-07-03 17:19:58;4;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23763;2020-07-03 17:20:01;14;Incumplimiento total de la prestacion del servicio  contratado;SALUD
23764;2020-07-03 17:20:02;7;Falta de Entrega del bien;BAZAR Y DECORACION
23764;2020-07-03 17:20:02;7;Falta de Informacion;BAZAR Y DECORACION
23765;2020-07-03 17:20:05;7;Falta de Entrega del bien;INFORMATICA
23766;2020-07-03 17:20:07;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23767;2020-07-03 17:20:09;6;Producto no funciona;ELECTRONICA
23767;2020-07-03 17:20:09;6;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;ELECTRONICA
23767;2020-07-03 17:20:09;6;Rechazo de la devolucion del bien;ELECTRONICA
23768;2020-07-03 17:20:10;12;Producto no funciona;MUEBLES
23769;2020-07-03 17:20:11;13;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23770;2020-07-03 17:20:17;11;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23771;2020-07-03 17:20:19;9;Falta de Entrega del bien;INFORMATICA
23771;2020-07-03 17:20:19;9;Falta de cumplimento garantia posventa;INFORMATICA
23771;2020-07-03 17:20:19;9;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23771;2020-07-03 17:20:19;9;Falta de Informacion;INFORMATICA
23771;2020-07-03 17:20:19;9;Demora en la entrega del bien;INFORMATICA
23771;2020-07-03 17:20:19;9;Producto no funciona;INFORMATICA
23772;2020-07-03 17:20:21;9;Falta de Entrega del bien;TELEFONIA Y REDES
23773;2020-07-03 17:20:24;6;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23774;2020-07-03 17:20:25;14;Falta de Entrega del bien;DEPORTES Y RECREACION
23776;2020-07-03 17:20:31;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23777;2020-07-03 17:20:33;1;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23778;2020-07-03 17:20:34;6;Demora en la entrega del bien;INFORMATICA
23778;2020-07-03 17:20:34;6;Clausulas abusivas o no convenidas;INFORMATICA
23778;2020-07-03 17:20:34;6;Falta de Informacion;INFORMATICA
23778;2020-07-03 17:20:34;6;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23778;2020-07-03 17:20:34;6;Falta de Entrega del bien;INFORMATICA
23779;2020-07-03 17:20:35;12;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23779;2020-07-03 17:20:35;12;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23779;2020-07-03 17:20:35;12;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23780;2020-07-03 17:20:36;1;Falta de Entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23780;2020-07-03 17:20:36;1;Falta de Informacion;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23780;2020-07-03 17:20:36;1;Demora en la entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
23781;2020-07-03 17:20:39;1;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23781;2020-07-03 17:20:39;1;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23782;2020-07-03 17:20:41;14;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23783;2020-07-03 17:20:48;13;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23783;2020-07-03 17:20:48;13;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23784;2020-07-03 17:20:50;14;Cobro de gastos de entrega no informados o convenidos;ALIMENTOS Y BEBIDAS
23785;2020-07-03 17:20:51;2;Demora en la entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23786;2020-07-03 17:20:52;14;Rechazo de la devolucion del bien;MUEBLES
23786;2020-07-03 17:20:52;14;Demora en la entrega del bien;MUEBLES
23786;2020-07-03 17:20:52;14;Clausulas abusivas o no convenidas;MUEBLES
23786;2020-07-03 17:20:52;14;Cobro de gastos de entrega no informados o convenidos;MUEBLES
23786;2020-07-03 17:20:52;14;Falta de Entrega del bien;MUEBLES
23786;2020-07-03 17:20:52;14;Falta de Informacion;MUEBLES
23786;2020-07-03 17:20:52;14;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;MUEBLES
23787;2020-07-03 17:20:54;12;Debitos y/o cobros indebidos;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
23788;2020-07-03 17:20:56;14;Debito de servicios no solicitados;SALUD
23789;2020-07-03 17:20:57;13;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23789;2020-07-03 17:20:57;13;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23790;2020-07-03 17:20:59;11;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SALUD
23791;2020-07-03 17:21:00;15;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23792;2020-07-03 17:21:02;14;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23793;2020-07-03 17:21:05;9;Producto no funciona;MUEBLES
23794;2020-07-03 17:21:06;12;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23795;2020-07-03 17:21:08;7;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23796;2020-07-03 17:21:10;15;Rechazo de la devolucion del bien;INFORMATICA
23796;2020-07-03 17:21:10;15;Falta de Informacion;INFORMATICA
23797;2020-07-03 17:21:30;13;Bloqueo de la tarjeta;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23797;2020-07-03 17:21:30;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23797;2020-07-03 17:21:30;13;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23797;2020-07-03 17:21:30;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23798;2020-07-03 17:21:32;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23798;2020-07-03 17:21:32;15;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23799;2020-07-03 17:21:34;15;Falta de cumplimento garantia posventa;INFORMATICA
23799;2020-07-03 17:21:34;15;Falta de Entrega del bien;INFORMATICA
23799;2020-07-03 17:21:34;15;Producto no funciona;INFORMATICA
23800;2020-07-03 17:21:37;4;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23801;2020-07-03 17:21:41;7;Falta de Entrega del bien;INFORMATICA
23801;2020-07-03 17:21:41;7;Falta de Informacion;INFORMATICA
23801;2020-07-03 17:21:41;7;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23802;2020-07-03 17:21:42;4;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23803;2020-07-03 17:21:45;1;Clausulas abusivas o no convenidas;BAZAR Y DECORACION
23803;2020-07-03 17:21:45;1;Falta de Informacion;BAZAR Y DECORACION
23803;2020-07-03 17:21:45;1;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;BAZAR Y DECORACION
23803;2020-07-03 17:21:45;1;Falta de Entrega del bien;BAZAR Y DECORACION
23804;2020-07-03 17:21:46;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23805;2020-07-03 17:21:52;13;Falta de Entrega del bien;INFORMATICA
23805;2020-07-03 17:21:52;13;Clausulas abusivas o no convenidas;INFORMATICA
23805;2020-07-03 17:21:52;13;Rechazo de la devolucion del bien;INFORMATICA
23806;2020-07-03 17:21:54;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23806;2020-07-03 17:21:54;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23807;2020-07-03 17:21:55;12;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23808;2020-07-03 17:21:59;6;Falta de Entrega del bien;JUEGOS Y JUGUETES
23809;2020-07-03 17:22:00;13;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23809;2020-07-03 17:22:00;13;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23809;2020-07-03 17:22:00;13;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;Servicios turisticos hoteles, hosterias, albergues, etc.
23809;2020-07-03 17:22:00;13;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23809;2020-07-03 17:22:00;13;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23810;2020-07-03 17:22:03;3;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23810;2020-07-03 17:22:03;3;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23811;2020-07-03 17:22:04;4;Deficiente calidad en la prestacion del servicio;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23811;2020-07-03 17:22:04;4;Debitos y/o cobros indebidos;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23811;2020-07-03 17:22:04;4;Incumplimiento total de la prestacion del servicio  contratado;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23811;2020-07-03 17:22:04;4;Incumplimiento de Garantia de Servicios;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
23812;2020-07-03 17:22:07;9;Demora en la entrega del bien;INFORMATICA
23812;2020-07-03 17:22:07;9;Falta de Entrega del bien;INFORMATICA
23812;2020-07-03 17:22:07;9;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23812;2020-07-03 17:22:07;9;Falta de Informacion;INFORMATICA
23813;2020-07-03 17:22:08;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23814;2020-07-03 17:22:10;13;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23814;2020-07-03 17:22:10;13;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23814;2020-07-03 17:22:10;13;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23814;2020-07-03 17:22:10;13;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;Servicios turisticos hoteles, hosterias, albergues, etc.
23814;2020-07-03 17:22:10;13;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
23815;2020-07-03 17:22:11;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23816;2020-07-03 17:22:13;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23817;2020-07-03 17:22:16;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23818;2020-07-03 17:22:18;4;Falta de Entrega del bien;MUEBLES
23818;2020-07-03 17:22:18;4;Falta de Informacion;MUEBLES
23818;2020-07-03 17:22:18;4;Demora en la entrega del bien;MUEBLES
23819;2020-07-03 17:22:20;15;Falta de Informacion;INFORMATICA
23819;2020-07-03 17:22:20;15;Falta de Entrega del bien;INFORMATICA
23819;2020-07-03 17:22:20;15;Demora en la entrega del bien;INFORMATICA
23820;2020-07-03 17:22:21;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23821;2020-07-03 17:22:22;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23822;2020-07-03 17:22:25;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23823;2020-07-03 17:22:27;12;Falta de Entrega del bien;BAZAR Y DECORACION
23824;2020-07-03 17:22:28;13;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23824;2020-07-03 17:22:28;13;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23824;2020-07-03 17:22:28;13;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23825;2020-07-03 17:22:30;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23826;2020-07-03 17:22:31;11;Demora en la entrega del bien;MUEBLES
23827;2020-07-03 17:22:35;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23828;2020-07-03 17:22:37;12;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23829;2020-07-03 17:22:38;13;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23829;2020-07-03 17:22:38;13;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23829;2020-07-03 17:22:38;13;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23829;2020-07-03 17:22:38;13;Clausulas abusivas o no convenidas;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23830;2020-07-03 17:22:39;9;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23831;2020-07-03 17:22:41;1;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23832;2020-07-03 17:25:05;9;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23833;2020-07-03 17:25:07;9;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23834;2020-07-03 17:25:11;11;Producto no funciona;TEXTIL, CALZADO Y MARROQUINERIA
23835;2020-07-03 17:25:12;7;Demora en la entrega del bien;INFORMATICA
23835;2020-07-03 17:25:12;7;Clausulas abusivas o no convenidas;INFORMATICA
23835;2020-07-03 17:25:12;7;Falta de Informacion;INFORMATICA
23835;2020-07-03 17:25:12;7;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23836;2020-07-03 17:25:15;14;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
23837;2020-07-03 17:25:20;9;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23837;2020-07-03 17:25:20;9;Falta de stock;ALIMENTOS Y BEBIDAS
23837;2020-07-03 17:25:20;9;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23838;2020-07-03 17:26:35;7;Falta de Entrega del bien;DEPORTES Y RECREACION
23838;2020-07-03 17:26:35;7;Rechazo de la devolucion del bien;DEPORTES Y RECREACION
23839;2020-07-03 17:26:37;13;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23840;2020-07-03 17:26:50;2;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23840;2020-07-03 17:26:50;2;Cobro de gastos de entrega no informados o convenidos;ALIMENTOS Y BEBIDAS
23840;2020-07-03 17:26:50;2;Falta de Informacion;ALIMENTOS Y BEBIDAS
23840;2020-07-03 17:26:50;2;Falta de stock;ALIMENTOS Y BEBIDAS
23841;2020-07-03 17:26:56;9;Falta de stock;ALIMENTOS Y BEBIDAS
23841;2020-07-03 17:26:56;9;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
23841;2020-07-03 17:26:56;9;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23842;2020-07-03 17:26:59;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23843;2020-07-03 17:27:00;12;Debitos y/o cobros indebidos;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
23844;2020-07-03 17:27:13;12;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23845;2020-07-03 17:28:58;14;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23846;2020-07-03 17:29:02;9;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23846;2020-07-03 17:29:02;9;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23847;2020-07-03 17:29:17;9;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23847;2020-07-03 17:29:17;9;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23848;2020-07-03 17:29:27;3;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23849;2020-07-03 17:29:37;12;Rechazo de la devolucion del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23849;2020-07-03 17:29:37;12;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23850;2020-07-03 17:29:44;13;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
23851;2020-07-03 17:29:55;1;Demora en la entrega del bien;INFORMATICA
23851;2020-07-03 17:29:55;1;Falta de Entrega del bien;INFORMATICA
23852;2020-07-03 17:30:02;4;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23852;2020-07-03 17:30:02;4;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23852;2020-07-03 17:30:02;4;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23853;2020-07-03 17:30:11;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
23854;2020-07-03 17:30:19;1;Falta de Entrega del bien;INFORMATICA
23854;2020-07-03 17:30:19;1;Demora en la entrega del bien;INFORMATICA
23855;2020-07-03 17:30:40;3;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
23855;2020-07-03 17:30:40;3;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23855;2020-07-03 17:30:40;3;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;TEXTIL, CALZADO Y MARROQUINERIA
23856;2020-07-03 17:31:23;13;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23857;2020-07-03 17:31:24;13;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23857;2020-07-03 17:31:24;13;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23857;2020-07-03 17:31:24;13;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23858;2020-07-03 17:31:26;13;Falta de Entrega del bien;ALIMENTOS Y BEBIDAS
23859;2020-07-03 17:31:27;7;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23860;2020-07-03 17:31:28;14;Clausulas abusivas o no convenidas;TELEFONIA Y REDES
23861;2020-07-03 17:31:32;9;Falta de Entrega del bien;DEPORTES Y RECREACION
23861;2020-07-03 17:31:32;9;Demora en la entrega del bien;DEPORTES Y RECREACION
23861;2020-07-03 17:31:32;9;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;DEPORTES Y RECREACION
23862;2020-07-03 17:31:39;14;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23862;2020-07-03 17:31:39;14;Producto no funciona;TEXTIL, CALZADO Y MARROQUINERIA
23863;2020-07-03 17:31:43;14;Clausulas abusivas o no convenidas;TELEFONIA Y REDES
23864;2020-07-03 17:31:44;14;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23864;2020-07-03 17:31:44;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23865;2020-07-03 17:32:35;3;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23865;2020-07-03 17:32:35;3;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23866;2020-07-03 17:32:52;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23867;2020-07-03 17:33:22;6;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23868;2020-07-03 17:33:32;7;Rechazo de la devolucion del bien;TEXTIL, CALZADO Y MARROQUINERIA
23869;2020-07-03 17:34:46;3;Falta de cumplimento garantia posventa;ELECTRONICA
23869;2020-07-03 17:34:46;3;Falta de Entrega del bien;ELECTRONICA
23870;2020-07-03 17:35:40;9;Falta de Entrega del bien;TELEFONIA Y REDES
23871;2020-07-03 17:36:28;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
23872;2020-07-03 17:37:05;6;Falta de Informacion;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23872;2020-07-03 17:37:05;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23872;2020-07-03 17:37:05;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
23873;2020-07-03 17:37:59;4;Rechazo de la devolucion del bien;INFORMATICA
23873;2020-07-03 17:37:59;4;Producto no funciona;INFORMATICA
23873;2020-07-03 17:37:59;4;Falta de cumplimento garantia posventa;INFORMATICA
23875;2020-07-03 17:39:00;14;Debitos y/o cobros indebidos;PELUQUERIA, DEPILACION, BELLEZA Y BIENESTAR FISICO
23876;2020-07-03 17:39:29;1;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23877;2020-07-03 17:39:33;9;Falta de Entrega del bien;FARMACIA Y PRODUCTOS PARA LA SALUD
23878;2020-07-03 17:39:35;11;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23879;2020-07-03 17:39:51;15;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
23880;2020-07-03 17:40:41;13;Bloqueo de la tarjeta;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23880;2020-07-03 17:40:41;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23881;2020-07-03 17:40:42;11;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
23882;2020-07-03 17:40:43;1;Falta de Entrega del bien;TELEFONIA Y REDES
23882;2020-07-03 17:40:43;1;Falta de Informacion;TELEFONIA Y REDES
23882;2020-07-03 17:40:43;1;Demora en la entrega del bien;TELEFONIA Y REDES
23883;2020-07-03 17:41:12;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23884;2020-07-03 17:41:14;12;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23884;2020-07-03 17:41:14;12;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23884;2020-07-03 17:41:14;12;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
23885;2020-07-03 17:41:21;14;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
23886;2020-07-03 17:42:10;12;Debitos y/o cobros indebidos;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
23887;2020-07-03 17:42:15;6;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
23888;2020-07-03 17:42:19;3;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;INFORMATICA
23888;2020-07-03 17:42:19;3;Falta de Informacion;INFORMATICA
23888;2020-07-03 17:42:19;3;Falta de Entrega del bien;INFORMATICA
